Mic1,Mic2,Mic3,time
1117,1202,2291,2022-05-03T09:11:00
1052,1233,2327,2022-05-03T09:12:00
1072,1379,1422,2022-05-03T09:13:00
1135,1193,1352,2022-05-03T09:14:00
921,1149,2502,2022-05-03T09:15:00
1028,1021,2522,2022-05-03T09:16:00
1127,1440,1535,2022-05-03T09:17:00
967,1319,1685,2022-05-03T09:18:00
906,1328,1533,2022-05-03T09:19:00
1163,1231,1529,2022-05-03T09:20:00
1099,867,1338,2022-05-03T09:21:00
1058,1157,1383,2022-05-03T09:22:00
1056,1334,1457,2022-05-03T09:23:00
1087,1244,1509,2022-05-03T09:24:00
1235,862,1653,2022-05-03T09:25:00
1255,1186,1705,2022-05-03T09:26:00
1223,1296,1586,2022-05-03T09:27:00
1267,1077,1224,2022-05-03T09:28:00
1014,1064,1304,2022-05-03T09:29:00
1069,1037,1285,2022-05-03T09:30:00
1116,1156,1879,2022-05-03T09:31:00
1248,1219,1389,2022-05-03T09:32:00
872,1349,1402,2022-05-03T09:33:00
1046,1027,1461,2022-05-03T09:34:00
1195,1067,1160,2022-05-03T09:35:00
1071,1330,1131,2022-05-03T09:36:00
949,1325,1209,2022-05-03T09:37:00
969,1287,1385,2022-05-03T09:38:00
1064,1188,1382,2022-05-03T09:39:00
935,899,1086,2022-05-03T09:40:00
1029,1259,1792,2022-05-03T09:41:00
1119,1181,2318,2022-05-03T09:42:00
1119,1023,2423,2022-05-03T09:43:00
1100,1215,1707,2022-05-03T09:44:00
1056,1073,1620,2022-05-03T09:45:00
1019,1069,1549,2022-05-03T09:46:00
1080,1167,1388,2022-05-03T09:47:00
1131,1198,1245,2022-05-03T09:48:00
1330,1317,1070,2022-05-03T09:49:00
1247,1235,1200,2022-05-03T09:50:00
1037,1208,867,2022-05-03T09:51:00
1342,969,1074,2022-05-03T09:52:00
1200,1180,896,2022-05-03T09:53:00
1103,944,1013,2022-05-03T09:54:00
1181,1384,1715,2022-05-03T09:55:00
1333,1016,2024,2022-05-03T09:56:00
913,1110,1422,2022-05-03T09:57:00
1127,1086,1225,2022-05-03T09:58:00
1077,953,1178,2022-05-03T09:59:00
1153,1213,1002,2022-05-03T10:00:00
1113,1268,2038,2022-05-03T10:01:00
1173,1047,1870,2022-05-03T10:02:00
1367,1051,1891,2022-05-03T10:03:00
1341,1420,1856,2022-05-03T10:04:00
1187,1057,1777,2022-05-03T10:05:00
1300,1446,2375,2022-05-03T10:06:00
1077,1504,1832,2022-05-03T10:07:00
1232,1304,1401,2022-05-03T10:08:00
1153,1347,1709,2022-05-03T10:09:00
992,1239,1464,2022-05-03T10:10:00
1195,1370,1400,2022-05-03T10:11:00
1311,1304,2160,2022-05-03T10:12:00
1167,1190,1926,2022-05-03T10:13:00
1108,1171,1160,2022-05-03T10:14:00
1128,971,1503,2022-05-03T10:15:00
1110,1232,1204,2022-05-03T10:16:00
1201,1094,1617,2022-05-03T10:17:00
1299,1091,1850,2022-05-03T10:18:00
1235,1005,2498,2022-05-03T10:19:00
1003,1233,1801,2022-05-03T10:20:00
1219,1134,1459,2022-05-03T10:21:00
1084,1344,1679,2022-05-03T10:22:00
1109,1318,1377,2022-05-03T10:23:00
1290,1477,2268,2022-05-03T10:24:00
1068,1230,2174,2022-05-03T10:25:00
1238,973,1506,2022-05-03T10:26:00
1099,1179,1458,2022-05-03T10:27:00
1253,961,1372,2022-05-03T10:28:00
1029,1215,2622,2022-05-03T10:29:00
1214,1175,1638,2022-05-03T10:30:00
1192,934,1540,2022-05-03T10:31:00
1161,1375,1730,2022-05-03T10:32:00
891,1029,2081,2022-05-03T10:33:00
1124,892,1265,2022-05-03T10:34:00
1365,1095,2272,2022-05-03T10:35:00
1158,809,1759,2022-05-03T10:36:00
1053,1086,1685,2022-05-03T10:37:00
1219,934,2266,2022-05-03T10:38:00
1046,1262,1879,2022-05-03T10:39:00
1145,1125,2310,2022-05-03T10:40:00
1210,972,1887,2022-05-03T10:41:00
1390,981,2376,2022-05-03T10:42:00
1248,1215,2416,2022-05-03T10:43:00
1130,843,2897,2022-05-03T10:44:00
1274,1072,2362,2022-05-03T10:45:00
1205,947,2453,2022-05-03T10:46:00
1006,1215,2257,2022-05-03T10:47:00
1195,1212,2135,2022-05-03T10:48:00
1117,884,2195,2022-05-03T10:49:00
1234,992,2455,2022-05-03T10:50:00
1075,1019,2292,2022-05-03T10:51:00
1224,964,1765,2022-05-03T10:52:00
1264,1005,1959,2022-05-03T10:53:00
1193,1154,1643,2022-05-03T10:54:00
1072,941,1691,2022-05-03T10:55:00
1035,1157,1810,2022-05-03T10:56:00
1123,1268,1919,2022-05-03T10:57:00
1166,1091,1688,2022-05-03T10:58:00
1090,1216,1467,2022-05-03T10:59:00
1057,1120,1554,2022-05-03T11:00:00
932,1013,1566,2022-05-03T11:01:00
1208,1069,1421,2022-05-03T11:02:00
1035,909,1280,2022-05-03T11:03:00
1027,1029,1241,2022-05-03T11:04:00
1034,920,1265,2022-05-03T11:05:00
792,1066,1277,2022-05-03T11:06:00
1082,964,1226,2022-05-03T11:07:00
1105,915,1168,2022-05-03T11:08:00
873,861,1160,2022-05-03T11:09:00
1060,972,1049,2022-05-03T11:10:00
1057,1121,1254,2022-05-03T11:11:00
952,1020,1070,2022-05-03T11:12:00
1131,1041,1203,2022-05-03T11:13:00
1125,932,1036,2022-05-03T11:14:00
866,1217,1118,2022-05-03T11:15:00
1219,1018,901,2022-05-03T11:16:00
1252,885,1616,2022-05-03T11:17:00
951,1166,1410,2022-05-03T11:18:00
1113,988,1065,2022-05-03T11:19:00
1151,1218,1471,2022-05-03T11:20:00
1213,1041,983,2022-05-03T11:21:00
1116,1078,1212,2022-05-03T11:22:00
1061,1180,1575,2022-05-03T11:23:00
1072,978,1157,2022-05-03T11:24:00
1200,1125,1103,2022-05-03T11:25:00
1165,820,1201,2022-05-03T11:26:00
1024,1098,1421,2022-05-03T11:27:00
1302,1178,1160,2022-05-03T11:28:00
1042,1196,1197,2022-05-03T11:29:00
1077,1175,1346,2022-05-03T11:30:00
918,1080,1096,2022-05-03T11:31:00
1069,997,1215,2022-05-03T11:32:00
1096,1089,1095,2022-05-03T11:33:00
946,929,840,2022-05-03T11:34:00
1144,1025,920,2022-05-03T11:35:00
1074,1094,999,2022-05-03T11:36:00
1139,1212,966,2022-05-03T11:37:00
1035,1139,969,2022-05-03T11:38:00
1305,1006,713,2022-05-03T11:39:00
1169,995,1004,2022-05-03T11:40:00
1220,1060,853,2022-05-03T11:41:00
1169,1098,1015,2022-05-03T11:42:00
1047,914,1181,2022-05-03T11:43:00
987,1054,919,2022-05-03T11:44:00
1205,755,966,2022-05-03T11:45:00
1129,1035,823,2022-05-03T11:46:00
1079,1052,842,2022-05-03T11:47:00
1002,1190,814,2022-05-03T11:48:00
1037,1041,934,2022-05-03T11:49:00
968,986,1015,2022-05-03T11:50:00
912,1007,1049,2022-05-03T11:51:00
1054,994,896,2022-05-03T11:52:00
1065,986,1182,2022-05-03T11:53:00
1117,829,996,2022-05-03T11:54:00
1161,978,828,2022-05-03T11:55:00
986,1065,867,2022-05-03T11:56:00
1083,1181,1011,2022-05-03T11:57:00
1118,1039,1082,2022-05-03T11:58:00
1209,1268,984,2022-05-03T11:59:00
936,827,973,2022-05-03T12:00:00
1222,952,910,2022-05-03T12:01:00
1035,901,897,2022-05-03T12:02:00
1081,1092,807,2022-05-03T12:03:00
1194,1130,1262,2022-05-03T12:04:00
1099,1150,879,2022-05-03T12:05:00
1270,1329,827,2022-05-03T12:06:00
1070,907,834,2022-05-03T12:07:00
1005,1066,915,2022-05-03T12:08:00
942,1131,952,2022-05-03T12:09:00
1215,1002,839,2022-05-03T12:10:00
1076,1030,805,2022-05-03T12:11:00
1015,1124,732,2022-05-03T12:12:00
1157,1121,931,2022-05-03T12:13:00
1090,950,1138,2022-05-03T12:14:00
1188,1131,917,2022-05-03T12:15:00
1139,1042,822,2022-05-03T12:16:00
1045,1045,962,2022-05-03T12:17:00
1223,1016,866,2022-05-03T12:18:00
975,1154,692,2022-05-03T12:19:00
1120,1016,920,2022-05-03T12:20:00
967,1183,908,2022-05-03T12:21:00
932,1340,1308,2022-05-03T12:22:00
1086,1106,935,2022-05-03T12:23:00
1125,1403,1092,2022-05-03T12:24:00
1102,804,980,2022-05-03T12:25:00
788,1306,1091,2022-05-03T12:26:00
1187,1120,930,2022-05-03T12:27:00
984,1165,930,2022-05-03T12:28:00
1102,1140,1015,2022-05-03T12:29:00
940,1204,1123,2022-05-03T12:30:00
993,999,1185,2022-05-03T12:31:00
1085,1120,1047,2022-05-03T12:32:00
1229,1039,992,2022-05-03T12:33:00
1200,1220,1107,2022-05-03T12:34:00
1062,1202,1167,2022-05-03T12:35:00
1319,1040,1013,2022-05-03T12:36:00
1150,1204,867,2022-05-03T12:37:00
1278,992,1126,2022-05-03T12:38:00
1023,1010,964,2022-05-03T12:39:00
1228,993,1072,2022-05-03T12:40:00
1021,1220,1050,2022-05-03T12:41:00
1081,1051,920,2022-05-03T12:42:00
924,994,820,2022-05-03T12:43:00
994,1220,1064,2022-05-03T12:44:00
1068,1162,1298,2022-05-03T12:45:00
1028,1238,903,2022-05-03T12:46:00
1052,1128,1237,2022-05-03T12:47:00
980,1037,1541,2022-05-03T12:48:00
897,1443,1083,2022-05-03T12:49:00
912,1131,813,2022-05-03T12:50:00
1123,1166,1061,2022-05-03T12:51:00
1079,1327,1258,2022-05-03T12:52:00
996,1255,1065,2022-05-03T12:53:00
1058,1195,1072,2022-05-03T12:54:00
895,1195,983,2022-05-03T12:55:00
870,1137,960,2022-05-03T12:56:00
1040,1318,964,2022-05-03T12:57:00
821,1235,1216,2022-05-03T12:58:00
986,951,1372,2022-05-03T12:59:00
947,1219,1206,2022-05-03T13:00:00
1035,874,1296,2022-05-03T13:01:00
964,1250,1064,2022-05-03T13:02:00
1156,1031,1379,2022-05-03T13:03:00
1167,972,1334,2022-05-03T13:04:00
1147,1038,1148,2022-05-03T13:05:00
1057,755,1215,2022-05-03T13:06:00
1110,851,1262,2022-05-03T13:07:00
1102,1232,1179,2022-05-03T13:08:00
1087,1166,1117,2022-05-03T13:09:00
942,844,1191,2022-05-03T13:10:00
1008,1400,1011,2022-05-03T13:11:00
1001,1278,1114,2022-05-03T13:12:00
1008,1194,1020,2022-05-03T13:13:00
1019,1252,1317,2022-05-03T13:14:00
909,1076,1349,2022-05-03T13:15:00
986,980,1134,2022-05-03T13:16:00
900,1023,1244,2022-05-03T13:17:00
1026,1084,1358,2022-05-03T13:18:00
1048,1053,945,2022-05-03T13:19:00
986,1311,1112,2022-05-03T13:20:00
1151,1233,1090,2022-05-03T13:21:00
954,1092,926,2022-05-03T13:22:00
1195,968,934,2022-05-03T13:23:00
1067,1267,1285,2022-05-03T13:24:00
909,1107,866,2022-05-03T13:25:00
1233,1431,1139,2022-05-03T13:26:00
990,1137,1174,2022-05-03T13:27:00
966,1071,1177,2022-05-03T13:28:00
1005,1273,1010,2022-05-03T13:29:00
844,1258,1068,2022-05-03T13:30:00
1124,1089,1179,2022-05-03T13:31:00
1110,1418,948,2022-05-03T13:32:00
911,1077,1175,2022-05-03T13:33:00
1211,1291,966,2022-05-03T13:34:00
1242,1009,1026,2022-05-03T13:35:00
1162,1043,1088,2022-05-03T13:36:00
882,1106,1298,2022-05-03T13:37:00
944,1234,1299,2022-05-03T13:38:00
1099,1227,1179,2022-05-03T13:39:00
1094,1192,1312,2022-05-03T13:40:00
1128,997,1339,2022-05-03T13:41:00
1163,1154,1298,2022-05-03T13:42:00
1170,1097,1118,2022-05-03T13:43:00
959,1479,1339,2022-05-03T13:44:00
994,1054,907,2022-05-03T13:45:00
969,1122,1566,2022-05-03T13:46:00
945,1091,1291,2022-05-03T13:47:00
1062,1139,1289,2022-05-03T13:48:00
1190,1190,1285,2022-05-03T13:49:00
947,1178,1195,2022-05-03T13:50:00
1015,1221,1332,2022-05-03T13:51:00
1023,1124,1135,2022-05-03T13:52:00
1104,1016,1144,2022-05-03T13:53:00
1128,1299,1233,2022-05-03T13:54:00
1155,1241,1097,2022-05-03T13:55:00
1152,1060,1344,2022-05-03T13:56:00
1048,1244,1303,2022-05-03T13:57:00
1122,1239,1204,2022-05-03T13:58:00
1066,1406,1382,2022-05-03T13:59:00
1050,1138,1459,2022-05-03T14:00:00
1044,1181,1235,2022-05-03T14:01:00
1151,1282,1400,2022-05-03T14:02:00
1029,1202,1238,2022-05-03T14:03:00
1053,1215,1385,2022-05-03T14:04:00
1326,1334,1197,2022-05-03T14:05:00
921,1155,1300,2022-05-03T14:06:00
1073,1271,1288,2022-05-03T14:07:00
1241,1471,1182,2022-05-03T14:08:00
903,1251,1414,2022-05-03T14:09:00
990,1288,1191,2022-05-03T14:10:00
1208,1303,1150,2022-05-03T14:11:00
1086,1371,1232,2022-05-03T14:12:00
835,1300,1193,2022-05-03T14:13:00
1031,1308,1258,2022-05-03T14:14:00
989,986,1467,2022-05-03T14:15:00
1261,1176,1233,2022-05-03T14:16:00
1082,1270,1310,2022-05-03T14:17:00
1026,1242,1179,2022-05-03T14:18:00
1181,1345,1136,2022-05-03T14:19:00
910,1644,1199,2022-05-03T14:20:00
1231,1081,1140,2022-05-03T14:21:00
1123,1154,1255,2022-05-03T14:22:00
1069,1241,1064,2022-05-03T14:23:00
918,1409,1123,2022-05-03T14:24:00
1049,1282,1182,2022-05-03T14:25:00
1121,1495,1217,2022-05-03T14:26:00
1027,1266,1188,2022-05-03T14:27:00
1029,1243,1245,2022-05-03T14:28:00
1097,950,1197,2022-05-03T14:29:00
1098,1143,1311,2022-05-03T14:30:00
987,1295,1392,2022-05-03T14:31:00
1042,1000,1242,2022-05-03T14:32:00
1210,1215,1256,2022-05-03T14:33:00
939,1191,1292,2022-05-03T14:34:00
1040,1130,1148,2022-05-03T14:35:00
1083,1172,1306,2022-05-03T14:36:00
921,1182,1186,2022-05-03T14:37:00
1023,1039,1363,2022-05-03T14:38:00
1258,890,1278,2022-05-03T14:39:00
1023,1003,1122,2022-05-03T14:40:00
1053,1266,1339,2022-05-03T14:41:00
1153,1237,1567,2022-05-03T14:42:00
1126,1183,1472,2022-05-03T14:43:00
999,1095,1382,2022-05-03T14:44:00
1054,953,1220,2022-05-03T14:45:00
941,975,1656,2022-05-03T14:46:00
1142,1236,1331,2022-05-03T14:47:00
1089,1194,1435,2022-05-03T14:48:00
1078,1115,1217,2022-05-03T14:49:00
1129,917,1045,2022-05-03T14:50:00
1093,947,1128,2022-05-03T14:51:00
1064,1065,1576,2022-05-03T14:52:00
1092,929,1373,2022-05-03T14:53:00
1127,1301,1147,2022-05-03T14:54:00
1181,1113,1234,2022-05-03T14:55:00
1068,1259,1487,2022-05-03T14:56:00
1086,866,1295,2022-05-03T14:57:00
1180,993,1089,2022-05-03T14:58:00
1036,1346,1557,2022-05-03T14:59:00
1243,906,1246,2022-05-03T15:00:00
1331,1184,1086,2022-05-03T15:01:00
1213,1121,1211,2022-05-03T15:02:00
1087,1180,1088,2022-05-03T15:03:00
1125,983,1198,2022-05-03T15:04:00
995,1142,1424,2022-05-03T15:05:00
1169,1178,1265,2022-05-03T15:06:00
1115,913,1306,2022-05-03T15:07:00
1213,1129,1272,2022-05-03T15:08:00
1304,1032,1367,2022-05-03T15:09:00
1031,1001,1091,2022-05-03T15:10:00
1133,1270,1113,2022-05-03T15:11:00
1169,1178,1048,2022-05-03T15:12:00
911,1156,1193,2022-05-03T15:13:00
916,1338,1133,2022-05-03T15:14:00
994,1124,1044,2022-05-03T15:15:00
1029,1285,1170,2022-05-03T15:16:00
1044,1008,1373,2022-05-03T15:17:00
949,1390,1287,2022-05-03T15:18:00
1089,972,1088,2022-05-03T15:19:00
1099,1170,1211,2022-05-03T15:20:00
1211,1294,1082,2022-05-03T15:21:00
995,1145,1069,2022-05-03T15:22:00
1133,1283,1090,2022-05-03T15:23:00
871,1137,1244,2022-05-03T15:24:00
1197,1152,1273,2022-05-03T15:25:00
1218,1304,1304,2022-05-03T15:26:00
1017,1169,1259,2022-05-03T15:27:00
999,1176,1157,2022-05-03T15:28:00
1051,1342,1260,2022-05-03T15:29:00
942,1215,1125,2022-05-03T15:30:00
1133,1254,1208,2022-05-03T15:31:00
1059,1280,997,2022-05-03T15:32:00
1079,1166,987,2022-05-03T15:33:00
1110,1114,1003,2022-05-03T15:34:00
1197,1174,911,2022-05-03T15:35:00
1046,1356,1171,2022-05-03T15:36:00
1026,1133,1189,2022-05-03T15:37:00
1167,1335,1123,2022-05-03T15:38:00
1095,1129,1102,2022-05-03T15:39:00
1107,1366,1389,2022-05-03T15:40:00
1098,1097,1209,2022-05-03T15:41:00
1247,1143,1293,2022-05-03T15:42:00
1174,1054,1262,2022-05-03T15:43:00
1261,1134,1447,2022-05-03T15:44:00
1224,1156,1125,2022-05-03T15:45:00
962,1294,1148,2022-05-03T15:46:00
1173,1125,1433,2022-05-03T15:47:00
1142,1612,1078,2022-05-03T15:48:00
1177,1211,1366,2022-05-03T15:49:00
1042,1205,1219,2022-05-03T15:50:00
942,1169,1386,2022-05-03T15:51:00
1087,1167,1335,2022-05-03T15:52:00
1194,1038,1382,2022-05-03T15:53:00
1112,1438,1301,2022-05-03T15:54:00
1128,1263,1289,2022-05-03T15:55:00
1118,1077,1323,2022-05-03T15:56:00
1203,1089,1292,2022-05-03T15:57:00
1281,1222,1249,2022-05-03T15:58:00
1030,1208,1446,2022-05-03T15:59:00
1101,1227,1437,2022-05-03T16:00:00
1106,1291,1321,2022-05-03T16:01:00
1035,1202,1397,2022-05-03T16:02:00
1126,1440,1551,2022-05-03T16:03:00
981,1000,1208,2022-05-03T16:04:00
1019,1162,1182,2022-05-03T16:05:00
1006,1313,1304,2022-05-03T16:06:00
999,1303,1081,2022-05-03T16:07:00
1033,1422,1218,2022-05-03T16:08:00
1177,1472,1354,2022-05-03T16:09:00
1268,1189,1111,2022-05-03T16:10:00
1014,1528,1135,2022-05-03T16:11:00
1290,1210,1153,2022-05-03T16:12:00
1115,1558,1390,2022-05-03T16:13:00
1167,1173,1222,2022-05-03T16:14:00
1264,1410,1150,2022-05-03T16:15:00
1082,1343,1287,2022-05-03T16:16:00
1159,1260,1359,2022-05-03T16:17:00
1199,1128,1291,2022-05-03T16:18:00
1138,1297,1255,2022-05-03T16:19:00
1404,1133,1342,2022-05-03T16:20:00
1222,999,1286,2022-05-03T16:21:00
1332,978,1307,2022-05-03T16:22:00
1214,1245,1144,2022-05-03T16:23:00
1232,1306,1428,2022-05-03T16:24:00
1136,1232,1287,2022-05-03T16:25:00
1110,1065,1495,2022-05-03T16:26:00
1236,1145,1213,2022-05-03T16:27:00
1068,1198,1267,2022-05-03T16:28:00
842,1140,1323,2022-05-03T16:29:00
985,1121,1467,2022-05-03T16:30:00
1021,1152,1441,2022-05-03T16:31:00
1021,1237,1284,2022-05-03T16:32:00
1004,1212,1257,2022-05-03T16:33:00
1060,1066,1457,2022-05-03T16:34:00
986,1274,1502,2022-05-03T16:35:00
1103,1440,1213,2022-05-03T16:36:00
1079,997,1396,2022-05-03T16:37:00
996,1372,1333,2022-05-03T16:38:00
1009,1382,1319,2022-05-03T16:39:00
1297,1098,1261,2022-05-03T16:40:00
1073,949,1300,2022-05-03T16:41:00
1150,1001,1635,2022-05-03T16:42:00
1166,1178,1412,2022-05-03T16:43:00
1146,1084,1405,2022-05-03T16:44:00
1133,1065,1628,2022-05-03T16:45:00
1142,1218,1443,2022-05-03T16:46:00
1191,1085,1220,2022-05-03T16:47:00
1310,1127,1308,2022-05-03T16:48:00
1154,969,1375,2022-05-03T16:49:00
1153,1467,1485,2022-05-03T16:50:00
1175,1324,1374,2022-05-03T16:51:00
1238,1043,1430,2022-05-03T16:52:00
1172,1102,1513,2022-05-03T16:53:00
1253,1161,1446,2022-05-03T16:54:00
1110,1283,1256,2022-05-03T16:55:00
1194,1138,1382,2022-05-03T16:56:00
1222,1165,1774,2022-05-03T16:57:00
848,1313,1459,2022-05-03T16:58:00
1158,1173,1425,2022-05-03T16:59:00
995,1262,1214,2022-05-03T17:00:00
1092,1264,1185,2022-05-03T17:01:00
1104,1057,1275,2022-05-03T17:02:00
1015,1341,1347,2022-05-03T17:03:00
955,1092,1280,2022-05-03T17:04:00
1380,1129,1302,2022-05-03T17:05:00
1121,1241,1376,2022-05-03T17:06:00
1166,1143,1274,2022-05-03T17:07:00
913,1319,1098,2022-05-03T17:08:00
1055,1179,1261,2022-05-03T17:09:00
1118,1453,1199,2022-05-03T17:10:00
1108,1226,1186,2022-05-03T17:11:00
1311,1339,1473,2022-05-03T17:12:00
1223,1324,1590,2022-05-03T17:13:00
1122,1152,1548,2022-05-03T17:14:00
965,1226,1299,2022-05-03T17:15:00
1042,1252,1354,2022-05-03T17:16:00
1057,1404,1288,2022-05-03T17:17:00
1123,1312,1446,2022-05-03T17:18:00
993,1102,1383,2022-05-03T17:19:00
1140,1453,1232,2022-05-03T17:20:00
1013,1052,1268,2022-05-03T17:21:00
1153,960,1246,2022-05-03T17:22:00
1068,1434,1215,2022-05-03T17:23:00
1055,1413,1119,2022-05-03T17:24:00
1152,1427,1207,2022-05-03T17:25:00
1302,1271,1042,2022-05-03T17:26:00
1238,1083,1217,2022-05-03T17:27:00
1011,1166,1507,2022-05-03T17:28:00
1150,1108,1597,2022-05-03T17:29:00
1229,1160,1152,2022-05-03T17:30:00
1157,1458,1336,2022-05-03T17:31:00
1148,1216,1351,2022-05-03T17:32:00
1081,1190,1506,2022-05-03T17:33:00
1142,1156,1432,2022-05-03T17:34:00
1279,1146,1356,2022-05-03T17:35:00
1039,1300,1463,2022-05-03T17:36:00
1374,987,1226,2022-05-03T17:37:00
1152,1177,1430,2022-05-03T17:38:00
1195,1136,1523,2022-05-03T17:39:00
1189,1117,1375,2022-05-03T17:40:00
1199,1262,1434,2022-05-03T17:41:00
1313,1160,1568,2022-05-03T17:42:00
1183,1103,1317,2022-05-03T17:43:00
1048,1270,1666,2022-05-03T17:44:00
983,1122,1466,2022-05-03T17:45:00
1223,1224,1344,2022-05-03T17:46:00
1122,1124,1314,2022-05-03T17:47:00
1123,1255,1333,2022-05-03T17:48:00
1185,1117,1129,2022-05-03T17:49:00
1120,1415,1491,2022-05-03T17:50:00
1244,1318,1340,2022-05-03T17:51:00
1222,1181,1590,2022-05-03T17:52:00
1355,1411,1667,2022-05-03T17:53:00
1098,1133,1553,2022-05-03T17:54:00
1005,1222,1632,2022-05-03T17:55:00
1202,1296,1449,2022-05-03T17:56:00
1128,1176,1575,2022-05-03T17:57:00
1023,1246,1527,2022-05-03T17:58:00
1189,1215,1506,2022-05-03T17:59:00
1127,1164,1549,2022-05-03T18:00:00
1199,1240,1519,2022-05-03T18:01:00
1015,1071,1527,2022-05-03T18:02:00
1092,1498,1484,2022-05-03T18:03:00
972,1298,1612,2022-05-03T18:04:00
1029,1516,1459,2022-05-03T18:05:00
952,1236,1590,2022-05-03T18:06:00
1045,1287,1335,2022-05-03T18:07:00
1110,1460,1631,2022-05-03T18:08:00
1089,1055,1519,2022-05-03T18:09:00
1056,1325,1620,2022-05-03T18:10:00
1009,1584,1681,2022-05-03T18:11:00
1117,1171,1644,2022-05-03T18:12:00
1175,1317,1695,2022-05-03T18:13:00
1109,1228,1600,2022-05-03T18:14:00
1219,1235,1609,2022-05-03T18:15:00
1249,1161,1866,2022-05-03T18:16:00
1226,1435,1703,2022-05-03T18:17:00
1165,1051,1675,2022-05-03T18:18:00
1029,1383,1704,2022-05-03T18:19:00
1165,1477,1802,2022-05-03T18:20:00
1260,1296,1703,2022-05-03T18:21:00
1181,1424,1709,2022-05-03T18:22:00
843,1346,1671,2022-05-03T18:23:00
1180,1314,1704,2022-05-03T18:24:00
1157,1398,1736,2022-05-03T18:25:00
956,1627,1733,2022-05-03T18:26:00
1297,1104,1771,2022-05-03T18:27:00
1202,1332,1591,2022-05-03T18:28:00
1081,1054,1917,2022-05-03T18:29:00
1048,1292,1676,2022-05-03T18:30:00
1166,1128,1749,2022-05-03T18:31:00
1031,1414,1863,2022-05-03T18:32:00
1307,1220,1785,2022-05-03T18:33:00
1037,1242,1754,2022-05-03T18:34:00
1015,1254,1915,2022-05-03T18:35:00
1167,1124,1805,2022-05-03T18:36:00
1335,850,1608,2022-05-03T18:37:00
1101,1047,1702,2022-05-03T18:38:00
1158,1202,1708,2022-05-03T18:39:00
1137,876,1718,2022-05-03T18:40:00
1088,1022,1507,2022-05-03T18:41:00
1026,1019,1587,2022-05-03T18:42:00
986,1221,1513,2022-05-03T18:43:00
1102,1352,1489,2022-05-03T18:44:00
1096,1383,1582,2022-05-03T18:45:00
1082,1603,1759,2022-05-03T18:46:00
1144,1212,1576,2022-05-03T18:47:00
1135,1254,1575,2022-05-03T18:48:00
1168,1312,1649,2022-05-03T18:49:00
1055,1498,1731,2022-05-03T18:50:00
1098,1447,1752,2022-05-03T18:51:00
1097,1384,1564,2022-05-03T18:52:00
1426,1239,1715,2022-05-03T18:53:00
1273,1349,1541,2022-05-03T18:54:00
1169,1212,1950,2022-05-03T18:55:00
1227,1206,1945,2022-05-03T18:56:00
1169,1278,1805,2022-05-03T18:57:00
1111,1345,1668,2022-05-03T18:58:00
1254,1348,1770,2022-05-03T18:59:00
1234,1184,1911,2022-05-03T19:00:00
1157,1348,1685,2022-05-03T19:01:00
1040,1428,1936,2022-05-03T19:02:00
1010,1606,1711,2022-05-03T19:03:00
1195,1385,1958,2022-05-03T19:04:00
1180,1317,2099,2022-05-03T19:05:00
1069,1160,1670,2022-05-03T19:06:00
944,1162,1618,2022-05-03T19:07:00
1045,1072,1813,2022-05-03T19:08:00
1042,1291,1730,2022-05-03T19:09:00
1003,1485,1679,2022-05-03T19:10:00
1063,1377,1865,2022-05-03T19:11:00
999,1106,1648,2022-05-03T19:12:00
1152,1354,1803,2022-05-03T19:13:00
1185,1218,1914,2022-05-03T19:14:00
1230,1396,2067,2022-05-03T19:15:00
971,1337,1837,2022-05-03T19:16:00
918,1499,1741,2022-05-03T19:17:00
1080,1429,2206,2022-05-03T19:18:00
1100,1691,2082,2022-05-03T19:19:00
1023,1271,2116,2022-05-03T19:20:00
1148,1382,2015,2022-05-03T19:21:00
1009,1261,2193,2022-05-03T19:22:00
1145,1360,1847,2022-05-03T19:23:00
1111,1080,1820,2022-05-03T19:24:00
1119,1387,1855,2022-05-03T19:25:00
1145,941,1748,2022-05-03T19:26:00
871,1408,1772,2022-05-03T19:27:00
1080,1331,1759,2022-05-03T19:28:00
1070,1483,1836,2022-05-03T19:29:00
1277,1196,1888,2022-05-03T19:30:00
1132,1340,1886,2022-05-03T19:31:00
954,1468,1996,2022-05-03T19:32:00
1004,1187,1727,2022-05-03T19:33:00
1069,1510,1871,2022-05-03T19:34:00
996,1215,1727,2022-05-03T19:35:00
1022,1428,1922,2022-05-03T19:36:00
1187,1629,1624,2022-05-03T19:37:00
1100,1128,2046,2022-05-03T19:38:00
1054,1467,1884,2022-05-03T19:39:00
985,1365,2106,2022-05-03T19:40:00
1060,1392,1861,2022-05-03T19:41:00
1082,1485,2046,2022-05-03T19:42:00
1221,1455,2080,2022-05-03T19:43:00
1244,1400,2048,2022-05-03T19:44:00
1377,1616,1968,2022-05-03T19:45:00
1112,1371,1936,2022-05-03T19:46:00
960,1356,1842,2022-05-03T19:47:00
1044,1579,2083,2022-05-03T19:48:00
1268,1278,1963,2022-05-03T19:49:00
1117,1196,1959,2022-05-03T19:50:00
1068,1350,1893,2022-05-03T19:51:00
898,1549,1542,2022-05-03T19:52:00
1101,1256,1847,2022-05-03T19:53:00
1147,1396,2108,2022-05-03T19:54:00
941,1275,1670,2022-05-03T19:55:00
928,1509,1731,2022-05-03T19:56:00
850,1339,1901,2022-05-03T19:57:00
